Serial,ElevationAngle,Azimuth
20240116104005,40.68,162.89
20240116105005,41.62,164.95
20240116110005,42.46,167.01
20240116111005,43.19,169.07
20240116112005,43.8,171.14
20240116113005,44.29,173.2
20240116114005,44.65,175.26
20240116115005,44.89,177.32
20240116120005,44.99,179.38
20240116121005,44.97,181.44
20240116122005,44.81,183.5
20240116123005,44.52,185.57
20240116124005,44.11,187.63
20240116125005,43.57,189.69
20240116130005,42.91,191.75
20240116131005,42.14,193.81
20240116132005,41.26,195.87
20240116133005,40.27,197.94
20240116134005,39.19,200.0
20240116135005,38.01,202.06
20240116140005,36.75,204.12
20240116141005,35.41,206.18
20240116142005,34.0,208.24
20240116143005,32.52,210.3
20240116144005,30.98,212.37
20240116145005,29.37,214.43
20240116150005,27.72,216.49
20240116151005,26.01,218.55
20240116152005,24.26,220.61
20240116153005,22.47,222.67
20240116154005,20.64,224.74
20240116155005,18.77,226.8
20240116160005,16.87,228.86
20240116161005,14.94,230.92
20240116162005,12.99,232.98
20240116163005,11.0,235.04
20240116164005,8.99,237.1
20240116165005,6.97,239.17
20240116170005,4.91,241.23
20240116171005,2.85,243.29
20240116172005,0.76,245.35
20240117064005,-0.5,113.42
20240117065005,1.6,115.49
20240117070005,3.68,117.57
20240117071005,5.74,119.65
20240117072005,7.78,121.72
20240117073005,9.8,123.8
20240117074005,11.8,125.88
20240117075005,13.77,127.95
20240117080005,15.72,130.03
20240117081005,17.64,132.11
20240117082005,19.52,134.18
20240117083005,21.38,136.26
20240117084005,23.19,138.34
20240117085005,24.97,140.42
20240117090005,26.7,142.49
20240117091005,28.39,144.57
20240117092005,30.02,146.65
20240117093005,31.6,148.72
20240117094005,33.12,150.8
20240117095005,34.57,152.88
20240117100005,35.96,154.95
20240117101005,37.27,157.03
20240117102005,38.49,159.11
20240117103005,39.63,161.18
20240117104005,40.68,163.26
20240117105005,41.62,165.34
20240117110005,42.46,167.42
20240117111005,43.19,169.49
20240117112005,43.8,171.57
20240117113005,44.29,173.65
20240117114005,44.65,175.72
20240117115005,44.89,177.8
20240117120005,44.99,179.88
20240117121005,44.97,181.95
20240117122005,44.81,184.03
20240117123005,44.52,186.11
20240117124005,44.11,188.18
20240117125005,43.57,190.26
20240117130005,42.91,192.34
20240117131005,42.14,194.42
20240117132005,41.26,196.49
20240117133005,40.27,198.57
20240117134005,39.19,200.65
20240117135005,38.01,202.72
20240117140005,36.75,204.8
20240117141005,35.41,206.88
20240117142005,34.0,208.95
20240117143005,32.52,211.03
20240117144005,30.98,213.11
20240117145005,29.37,215.18
20240117150005,27.72,217.26
20240117151005,26.01,219.34
20240117152005,24.26,221.42
20240117153005,22.47,223.49
20240117154005,20.64,225.57
20240117155005,18.77,227.65
20240117160005,16.87,229.72
20240117161005,14.94,231.8
20240117162005,12.99,233.88
20240117163005,11.0,235.95
20240117164005,8.99,238.03
20240117165005,6.97,240.11
20240117170005,4.91,242.18
20240117171005,2.85,244.26
20240117172005,0.76,246.34
20240118064005,-0.71,112.42
20240118065005,1.39,114.51
20240118070005,3.47,116.6
20240118071005,5.53,118.69
20240118072005,7.58,120.77
20240118073005,9.6,122.86
20240118074005,11.6,124.95
20240118075005,13.58,127.04
20240118080005,15.53,129.13
20240118081005,17.45,131.22
20240118082005,19.34,133.31
20240118083005,21.19,135.4
20240118084005,23.01,137.49
20240118085005,24.79,139.58
20240118090005,26.53,141.67
20240118091005,28.22,143.75
20240118092005,29.86,145.84
20240118093005,31.45,147.93
20240118094005,32.97,150.02
20240118095005,34.43,152.11
20240118100005,35.82,154.2
20240118101005,37.14,156.29
20240118102005,38.37,158.38
20240118103005,39.52,160.47
20240118104005,40.58,162.56
20240118105005,41.53,164.65
20240118110005,42.38,166.73
20240118111005,43.12,168.82
20240118112005,43.74,170.91
20240118113005,44.25,173.0
20240118114005,44.62,175.09
20240118115005,44.87,177.18
20240118120005,44.99,179.27
20240118121005,44.98,181.36
20240118122005,44.83,183.45
20240118123005,44.56,185.54
20240118124005,44.16,187.63
20240118125005,43.63,189.71
20240118130005,42.98,191.8
20240118131005,42.22,193.89
20240118132005,41.35,195.98
20240118133005,40.37,198.07
20240118134005,39.3,200.16
20240118135005,38.13,202.25
20240118140005,36.88,204.34
20240118141005,35.55,206.43
20240118142005,34.14,208.52
20240118143005,32.67,210.61
20240118144005,31.13,212.69
20240118145005,29.54,214.78
20240118150005,27.89,216.87
20240118151005,26.19,218.96
20240118152005,24.44,221.05
20240118153005,22.65,223.14
20240118154005,20.82,225.23
20240118155005,18.96,227.32
20240118160005,17.06,229.41
20240118161005,15.14,231.5
20240118162005,13.18,233.59
20240118163005,11.2,235.67
20240118164005,9.2,237.76
20240118165005,7.17,239.85
20240118170005,5.12,241.94
20240118171005,3.05,244.03
20240118172005,0.97,246.12
20240119064005,-0.28,112.42
20240119065005,1.83,114.5
20240119070005,3.93,116.59
20240119071005,6.01,118.67
20240119072005,8.06,120.76
20240119073005,10.1,122.85
20240119074005,12.12,124.93
20240119075005,14.11,127.02
20240119080005,16.08,129.1
20240119081005,18.02,131.19
20240119082005,19.93,133.28
20240119083005,21.81,135.36
20240119084005,23.65,137.45
20240119085005,25.45,139.53
20240119090005,27.21,141.62
20240119091005,28.92,143.71
20240119092005,30.58,145.79
20240119093005,32.19,147.88
20240119094005,33.74,149.96
20240119095005,35.22,152.05
20240119100005,36.63,154.13
20240119101005,37.97,156.22
20240119102005,39.23,158.31
20240119103005,40.4,160.39
20240119104005,41.48,162.48
20240119105005,42.45,164.56
20240119110005,43.32,166.65
20240119111005,44.08,168.74
20240119112005,44.71,170.82
20240119113005,45.23,172.91
20240119114005,45.61,174.99
20240119115005,45.87,177.08
20240119120005,45.99,179.17
20240119121005,45.98,181.25
20240119122005,45.83,183.34
20240119123005,45.55,185.42
20240119124005,45.13,187.51
20240119125005,44.6,189.6
20240119130005,43.93,191.68
20240119131005,43.16,193.77
20240119132005,42.27,195.85
20240119133005,41.27,197.94
20240119134005,40.17,200.02
20240119135005,38.99,202.11
20240119140005,37.71,204.2
20240119141005,36.36,206.28
20240119142005,34.93,208.37
20240119143005,33.43,210.45
20240119144005,31.87,212.54
20240119145005,30.25,214.63
20240119150005,28.58,216.71
20240119151005,26.86,218.8
20240119152005,25.09,220.88
20240119153005,23.28,222.97
20240119154005,21.43,225.06
20240119155005,19.55,227.14
20240119160005,17.64,229.23
20240119161005,15.69,231.31
20240119162005,13.72,233.4
20240119163005,11.72,235.48
20240119164005,9.7,237.57
20240119165005,7.65,239.66
20240119170005,5.59,241.74
20240119171005,3.51,243.83
20240119172005,1.41,245.91
20240119173005,-0.71,248.0
20240120064005,-0.28,112.42
20240120065005,1.83,114.5
20240120070005,3.93,116.58
20240120071005,6.01,118.66
20240120072005,8.06,120.75
20240120073005,10.1,122.83
20240120074005,12.12,124.91
20240120075005,14.11,127.0
20240120080005,16.08,129.08
20240120081005,18.02,131.16
20240120082005,19.93,133.24
20240120083005,21.81,135.33
20240120084005,23.65,137.41
20240120085005,25.45,139.49
20240120090005,27.21,141.57
20240120091005,28.92,143.66
20240120092005,30.58,145.74
20240120093005,32.19,147.82
20240120094005,33.74,149.91
20240120095005,35.22,151.99
20240120100005,36.63,154.07
20240120101005,37.97,156.15
20240120102005,39.23,158.24
20240120103005,40.4,160.32
20240120104005,41.48,162.4
20240120105005,42.45,164.48
20240120110005,43.32,166.57
20240120111005,44.08,168.65
20240120112005,44.71,170.73
20240120113005,45.23,172.81
20240120114005,45.61,174.9
20240120115005,45.87,176.98
20240120120005,45.99,179.06
20240120121005,45.98,181.15
20240120122005,45.83,183.23
20240120123005,45.55,185.31
20240120124005,45.13,187.39
20240120125005,44.6,189.48
20240120130005,43.93,191.56
20240120131005,43.16,193.64
20240120132005,42.27,195.72
20240120133005,41.27,197.81
20240120134005,40.17,199.89
20240120135005,38.99,201.97
20240120140005,37.71,204.06
20240120141005,36.36,206.14
20240120142005,34.93,208.22
20240120143005,33.43,210.3
20240120144005,31.87,212.39
20240120145005,30.25,214.47
20240120150005,28.58,216.55
20240120151005,26.86,218.63
20240120152005,25.09,220.72
20240120153005,23.28,222.8
20240120154005,21.43,224.88
20240120155005,19.55,226.96
20240120160005,17.64,229.05
20240120161005,15.69,231.13
20240120162005,13.72,233.21
20240120163005,11.72,235.3
20240120164005,9.7,237.38
20240120165005,7.65,239.46
20240120170005,5.59,241.54
20240120171005,3.51,243.63
20240120172005,1.41,245.71
20240120173005,-0.71,247.79
20240121064005,-0.49,112.42
20240121065005,1.62,114.5
20240121070005,3.72,116.58
20240121071005,5.8,118.66
20240121072005,7.86,120.75
20240121073005,9.9,122.83
20240121074005,11.92,124.91
20240121075005,13.92,127.0
20240121080005,15.89,129.08
20240121081005,17.83,131.16
20240121082005,19.74,133.24
20240121083005,21.62,135.33
20240121084005,23.46,137.41
20240121085005,25.27,139.49
20240121090005,27.03,141.57
20240121091005,28.75,143.66
20240121092005,30.42,145.74
20240121093005,32.03,147.82
20240121094005,33.58,149.91
20240121095005,35.07,151.99
20240121100005,36.5,154.07
20240121101005,37.84,156.15
20240121102005,39.11,158.24
20240121103005,40.29,160.32
20240121104005,41.37,162.4
20240121105005,42.36,164.48
20240121110005,43.24,166.57
20240121111005,44.01,168.65
20240121112005,44.66,170.73
20240121113005,45.18,172.81
20240121114005,45.58,174.9
20240121115005,45.85,176.98
20240121120005,45.98,179.06
20240121121005,45.98,181.15
20240121122005,45.85,183.23
20240121123005,45.58,185.31
20240121124005,45.18,187.39
20240121125005,44.66,189.48
20240121130005,44.01,191.56
20240121131005,43.24,193.64
20240121132005,42.36,195.72
20240121133005,41.37,197.81
20240121134005,40.29,199.89
20240121135005,39.11,201.97
20240121140005,37.84,204.06
20240121141005,36.5,206.14
20240121142005,35.07,208.22
20240121143005,33.58,210.3
20240121144005,32.03,212.39
20240121145005,30.42,214.47
20240121150005,28.75,216.55
20240121151005,27.03,218.63
20240121152005,25.27,220.72
20240121153005,23.46,222.8
20240121154005,21.62,224.88
20240121155005,19.74,226.96
20240121160005,17.83,229.05
20240121161005,15.89,231.13
20240121162005,13.92,233.21
20240121163005,11.92,235.3
20240121164005,9.9,237.38
20240121165005,7.86,239.46
20240121170005,5.8,241.54
20240121171005,3.72,243.63
20240121172005,1.62,245.71
20240121173005,-0.49,247.79
20240122064005,-0.49,111.42
20240122065005,1.62,113.53
20240122070005,3.72,115.64
20240122071005,5.8,117.75
20240122072005,7.86,119.86
20240122073005,9.9,121.97
20240122074005,11.92,124.08
20240122075005,13.92,126.19
20240122080005,15.89,128.3
20240122081005,17.83,130.41
20240122082005,19.74,132.52
20240122083005,21.62,134.63
20240122084005,23.46,136.74
20240122085005,25.27,138.85
20240122090005,27.03,140.96
20240122091005,28.75,143.07
20240122092005,30.42,145.18
20240122093005,32.03,147.29
20240122094005,33.58,149.4
20240122095005,35.07,151.51
20240122100005,36.5,153.62
20240122101005,37.84,155.73
20240122102005,39.11,157.84
20240122103005,40.29,159.95
20240122104005,41.37,162.06
20240122105005,42.36,164.17
20240122110005,43.24,166.28
20240122111005,44.01,168.39
20240122112005,44.66,170.5
20240122113005,45.18,172.61
20240122114005,45.58,174.72
20240122115005,45.85,176.83
20240122120005,45.98,178.94
20240122121005,45.98,181.06
20240122122005,45.85,183.17
20240122123005,45.58,185.28
20240122124005,45.18,187.39
20240122125005,44.66,189.5
20240122130005,44.01,191.61
20240122131005,43.24,193.72
20240122132005,42.36,195.83
20240122133005,41.37,197.94
20240122134005,40.29,200.05
20240122135005,39.11,202.16
20240122140005,37.84,204.27
20240122141005,36.5,206.38
20240122142005,35.07,208.49
20240122143005,33.58,210.6
20240122144005,32.03,212.71
20240122145005,30.42,214.82
20240122150005,28.75,216.93
20240122151005,27.03,219.04
20240122152005,25.27,221.15
20240122153005,23.46,223.26
20240122154005,21.62,225.37
20240122155005,19.74,227.48
20240122160005,17.83,229.59
20240122161005,15.89,231.7
20240122162005,13.92,233.81
20240122163005,11.92,235.92
20240122164005,9.9,238.03
20240122165005,7.86,240.14
20240122170005,5.8,242.25
20240122171005,3.72,244.36
20240122172005,1.62,246.47
20240122173005,-0.49,248.58
20240123064005,-0.49,111.42
20240123065005,1.62,113.53
20240123070005,3.72,115.64
20240123071005,5.8,117.74
20240123072005,7.86,119.85
20240123073005,9.9,121.96
20240123074005,11.92,124.06
20240123075005,13.92,126.17
20240123080005,15.89,128.28
20240123081005,17.83,130.38
20240123082005,19.74,132.49
20240123083005,21.62,134.6
20240123084005,23.46,136.7
20240123085005,25.27,138.81
20240123090005,27.03,140.92
20240123091005,28.75,143.02
20240123092005,30.42,145.13
20240123093005,32.03,147.24
20240123094005,33.58,149.35
20240123095005,35.07,151.45
20240123100005,36.5,153.56
20240123101005,37.84,155.67
20240123102005,39.11,157.77
20240123103005,40.29,159.88
20240123104005,41.37,161.99
20240123105005,42.36,164.09
20240123110005,43.24,166.2
20240123111005,44.01,168.31
20240123112005,44.66,170.41
20240123113005,45.18,172.52
20240123114005,45.58,174.63
20240123115005,45.85,176.73
20240123120005,45.98,178.84
20240123121005,45.98,180.95
20240123122005,45.85,183.05
20240123123005,45.58,185.16
20240123124005,45.18,187.27
20240123125005,44.66,189.38
20240123130005,44.01,191.48
20240123131005,43.24,193.59
20240123132005,42.36,195.7
20240123133005,41.37,197.8
20240123134005,40.29,199.91
20240123135005,39.11,202.02
20240123140005,37.84,204.12
20240123141005,36.5,206.23
20240123142005,35.07,208.34
20240123143005,33.58,210.44
20240123144005,32.03,212.55
20240123145005,30.42,214.66
20240123150005,28.75,216.76
20240123151005,27.03,218.87
20240123152005,25.27,220.98
20240123153005,23.46,223.09
20240123154005,21.62,225.19
20240123155005,19.74,227.3
20240123160005,17.83,229.41
20240123161005,15.89,231.51
20240123162005,13.92,233.62
20240123163005,11.92,235.73
20240123164005,9.9,237.83
20240123165005,7.86,239.94
20240123170005,5.8,242.05
20240123171005,3.72,244.15
20240123172005,1.62,246.26
20240123173005,-0.49,248.37
20240124064005,-0.07,111.63
20240124065005,2.06,113.73
20240124070005,4.17,115.83
20240124071005,6.27,117.93
20240124072005,8.34,120.03
20240124073005,10.4,122.13
20240124074005,12.44,124.23
20240124075005,14.45,126.33
20240124080005,16.44,128.43
20240124081005,18.4,130.53
20240124082005,20.33,132.63
20240124083005,22.23,134.74
20240124084005,24.09,136.84
20240124085005,25.92,138.94
20240124090005,27.7,141.04
20240124091005,29.44,143.14
20240124092005,31.13,145.24
20240124093005,32.76,147.34
20240124094005,34.34,149.44
20240124095005,35.86,151.54
20240124100005,37.3,153.64
20240124101005,38.67,155.74
20240124102005,39.96,157.84
20240124103005,41.16,159.94
20240124104005,42.27,162.04
20240124105005,43.28,164.14
20240124110005,44.17,166.24
20240124111005,44.96,168.34
20240124112005,45.62,170.44
20240124113005,46.16,172.54
20240124114005,46.57,174.64
20240124115005,46.84,176.74
20240124120005,46.98,178.84
20240124121005,46.98,180.95
20240124122005,46.84,183.05
20240124123005,46.57,185.15
20240124124005,46.16,187.25
20240124125005,45.62,189.35
20240124130005,44.96,191.45
20240124131005,44.17,193.55
20240124132005,43.28,195.65
20240124133005,42.27,197.75
20240124134005,41.16,199.85
20240124135005,39.96,201.95
20240124140005,38.67,204.05
20240124141005,37.3,206.15
20240124142005,35.86,208.25
20240124143005,34.34,210.35
20240124144005,32.76,212.45
20240124145005,31.13,214.55
20240124150005,29.44,216.65
20240124151005,27.7,218.75
20240124152005,25.92,220.85
20240124153005,24.09,222.95
20240124154005,22.23,225.05
20240124155005,20.33,227.16
20240124160005,18.4,229.26
20240124161005,16.44,231.36
20240124162005,14.45,233.46
20240124163005,12.44,235.56
20240124164005,10.4,237.66
20240124165005,8.34,239.76
20240124170005,6.27,241.86
20240124171005,4.17,243.96
20240124172005,2.06,246.06
20240124173005,-0.07,248.16
20240125064005,-0.28,111.63
20240125065005,1.85,113.73
20240125070005,3.96,115.83
20240125071005,6.06,117.93
20240125072005,8.14,120.03
20240125073005,10.2,122.13
20240125074005,12.23,124.23
20240125075005,14.25,126.33
20240125080005,16.24,128.43
20240125081005,18.2,130.53
20240125082005,20.14,132.63
20240125083005,22.04,134.74
20240125084005,23.91,136.84
20240125085005,25.74,138.94
20240125090005,27.52,141.04
20240125091005,29.27,143.14
20240125092005,30.96,145.24
20240125093005,32.6,147.34
20240125094005,34.19,149.44
20240125095005,35.71,151.54
20240125100005,37.16,153.64
20240125101005,38.54,155.74
20240125102005,39.84,157.84
20240125103005,41.05,159.94
20240125104005,42.16,162.04
20240125105005,43.18,164.14
20240125110005,44.09,166.24
20240125111005,44.89,168.34
20240125112005,45.56,170.44
20240125113005,46.11,172.54
20240125114005,46.54,174.64
20240125115005,46.82,176.74
20240125120005,46.98,178.84
20240125121005,46.99,180.95
20240125122005,46.86,183.05
20240125123005,46.6,185.15
20240125124005,46.21,187.25
20240125125005,45.68,189.35
20240125130005,45.03,191.45
20240125131005,44.26,193.55
20240125132005,43.37,195.65
20240125133005,42.37,197.75
20240125134005,41.28,199.85
20240125135005,40.08,201.95
20240125140005,38.8,204.05
20240125141005,37.44,206.15
20240125142005,36.0,208.25
20240125143005,34.5,210.35
20240125144005,32.93,212.45
20240125145005,31.29,214.55
20240125150005,29.61,216.65
20240125151005,27.88,218.75
20240125152005,26.1,220.85
20240125153005,24.27,222.95
20240125154005,22.41,225.05
20240125155005,20.52,227.16
20240125160005,18.59,229.26
20240125161005,16.63,231.36
20240125162005,14.65,233.46
20240125163005,12.64,235.56
20240125164005,10.61,237.66
20240125165005,8.55,239.76
20240125170005,6.48,241.86
20240125171005,4.38,243.96
