Serial,ElevationAngle(degree),Azimuth(degree)
20240517140015,59.42,216.4
20240517141015,57.14,219.2
20240517142015,54.86,222.0
20240517143015,52.57,224.8
20240517144015,50.29,227.6
20240517145015,48.01,230.4
20240517150015,45.73,233.2
20240517151015,43.45,236.0
20240517152015,41.17,238.8
20240517153015,38.9,241.6
20240517154015,36.63,244.4
20240517155015,34.36,247.2
20240517160015,32.1,250.0
20240517161015,29.84,252.8
20240517162015,27.58,255.6
20240517163015,25.34,258.4
20240517164015,23.09,261.2
20240517165015,20.86,264.0
20240517170015,18.63,266.8
20240517171015,16.41,269.6
20240517172015,14.2,272.4
20240517173015,11.99,275.2
20240517174015,9.8,278.0
20240517175015,7.62,280.8
20240517180015,5.44,283.6
20240517181015,3.28,286.4
20240517182015,1.13,289.2
20240517183015,-1.0,292.0
20240518051015,-0.56,68.0
20240518052015,1.56,70.8
20240518053015,3.69,73.59
20240518054015,5.84,76.39
20240518055015,8.0,79.19
20240518060015,10.18,81.98
20240518061015,12.36,84.78
20240518062015,14.55,87.58
20240518063015,16.75,90.37
20240518064015,18.97,93.17
20240518065015,21.18,95.97
20240518070015,23.41,98.76
20240518071015,25.64,101.56
20240518072015,27.88,104.35
20240518073015,30.13,107.15
20240518074015,32.38,109.95
20240518075015,34.64,112.74
20240518080015,36.9,115.54
20240518081015,39.16,118.34
20240518082015,41.43,121.13
20240518083015,43.71,123.93
20240518084015,45.98,126.73
20240518085015,48.26,129.52
20240518090015,50.54,132.32
20240518091015,52.82,135.12
20240518092015,55.1,137.91
20240518093015,57.39,140.71
20240518094015,59.67,143.51
20240518095015,61.95,146.3
20240518100015,64.23,149.1
20240518101015,66.51,151.9
20240518102015,68.78,154.69
20240518103015,71.05,157.49
20240518104015,73.3,160.28
20240518105015,75.54,163.08
20240518110015,77.75,165.88
20240518111015,79.91,168.67
20240518112015,81.98,171.47
20240518113015,83.88,174.27
20240518114015,85.38,177.06
20240518115015,86.0,179.86
20240518120015,85.38,182.66
20240518121015,83.88,185.45
20240518122015,81.98,188.25
20240518123015,79.91,191.05
20240518124015,77.75,193.84
20240518125015,75.54,196.64
20240518130015,73.3,199.44
20240518131015,71.05,202.23
20240518132015,68.78,205.03
20240518133015,66.51,207.83
20240518134015,64.23,210.62
20240518135015,61.95,213.42
20240518140015,59.67,216.21
20240518141015,57.39,219.01
20240518142015,55.1,221.81
20240518143015,52.82,224.6
20240518144015,50.54,227.4
20240518145015,48.26,230.2
20240518150015,45.98,232.99
20240518151015,43.71,235.79
20240518152015,41.43,238.59
20240518153015,39.16,241.38
20240518154015,36.9,244.18
20240518155015,34.64,246.98
20240518160015,32.38,249.77
20240518161015,30.13,252.57
20240518162015,27.88,255.37
20240518163015,25.64,258.16
20240518164015,23.41,260.96
20240518165015,21.18,263.76
20240518170015,18.97,266.55
20240518171015,16.75,269.35
20240518172015,14.55,272.14
20240518173015,12.36,274.94
20240518174015,10.18,277.74
20240518175015,8.0,280.53
20240518180015,5.84,283.33
20240518181015,3.69,286.13
20240518182015,1.56,288.92
20240518183015,-0.56,291.72
20240519051015,-0.56,68.28
20240519052015,1.56,71.07
20240519053015,3.69,73.87
20240519054015,5.84,76.66
20240519055015,8.0,79.45
20240519060015,10.18,82.24
20240519061015,12.36,85.04
20240519062015,14.55,87.83
20240519063015,16.75,90.62
20240519064015,18.97,93.42
20240519065015,21.18,96.21
20240519070015,23.41,99.0
20240519071015,25.64,101.8
20240519072015,27.88,104.59
20240519073015,30.13,107.38
20240519074015,32.38,110.17
20240519075015,34.64,112.97
20240519080015,36.9,115.76
20240519081015,39.16,118.55
20240519082015,41.43,121.35
20240519083015,43.71,124.14
20240519084015,45.98,126.93
20240519085015,48.26,129.73
20240519090015,50.54,132.52
20240519091015,52.82,135.31
20240519092015,55.1,138.1
20240519093015,57.39,140.9
20240519094015,59.67,143.69
20240519095015,61.95,146.48
20240519100015,64.23,149.28
20240519101015,66.51,152.07
20240519102015,68.78,154.86
20240519103015,71.05,157.66
20240519104015,73.3,160.45
20240519105015,75.54,163.24
20240519110015,77.75,166.03
20240519111015,79.91,168.83
20240519112015,81.98,171.62
20240519113015,83.88,174.41
20240519114015,85.38,177.21
20240519115015,86.0,180.0
20240519120015,85.38,182.79
20240519121015,83.88,185.59
20240519122015,81.98,188.38
20240519123015,79.91,191.17
20240519124015,77.75,193.97
20240519125015,75.54,196.76
20240519130015,73.3,199.55
20240519131015,71.05,202.34
20240519132015,68.78,205.14
20240519133015,66.51,207.93
20240519134015,64.23,210.72
20240519135015,61.95,213.52
20240519140015,59.67,216.31
20240519141015,57.39,219.1
20240519142015,55.1,221.9
20240519143015,52.82,224.69
20240519144015,50.54,227.48
20240519145015,48.26,230.27
20240519150015,45.98,233.07
20240519151015,43.71,235.86
20240519152015,41.43,238.65
20240519153015,39.16,241.45
20240519154015,36.9,244.24
20240519155015,34.64,247.03
20240519160015,32.38,249.83
20240519161015,30.13,252.62
20240519162015,27.88,255.41
20240519163015,25.64,258.2
20240519164015,23.41,261.0
20240519165015,21.18,263.79
20240519170015,18.97,266.58
20240519171015,16.75,269.38
20240519172015,14.55,272.17
20240519173015,12.36,274.96
20240519174015,10.18,277.76
20240519175015,8.0,280.55
20240519180015,5.84,283.34
20240519181015,3.69,286.13
20240519182015,1.56,288.93
20240519183015,-0.56,291.72
20240520051015,-0.56,68.28
20240520052015,1.56,71.08
20240520053015,3.69,73.88
20240520054015,5.84,76.69
20240520055015,8.0,79.49
20240520060015,10.18,82.29
20240520061015,12.36,85.09
20240520062015,14.55,87.89
20240520063015,16.75,90.7
20240520064015,18.97,93.5
20240520065015,21.18,96.3
20240520070015,23.41,99.1
20240520071015,25.64,101.9
20240520072015,27.88,104.71
20240520073015,30.13,107.51
20240520074015,32.38,110.31
20240520075015,34.64,113.11
20240520080015,36.9,115.91
20240520081015,39.16,118.72
20240520082015,41.43,121.52
20240520083015,43.71,124.32
20240520084015,45.98,127.12
20240520085015,48.26,129.92
20240520090015,50.54,132.73
20240520091015,52.82,135.53
20240520092015,55.1,138.33
20240520093015,57.39,141.13
20240520094015,59.67,143.93
20240520095015,61.95,146.74
20240520100015,64.23,149.54
20240520101015,66.51,152.34
20240520102015,68.78,155.14
20240520103015,71.05,157.94
20240520104015,73.3,160.75
20240520105015,75.54,163.55
20240520110015,77.75,166.35
20240520111015,79.91,169.15
20240520112015,81.98,171.95
20240520113015,83.88,174.76
20240520114015,85.38,177.56
20240520115015,86.0,180.36
20240520120015,85.38,183.16
20240520121015,83.88,185.96
20240520122015,81.98,188.77
20240520123015,79.91,191.57
20240520124015,77.75,194.37
20240520125015,75.54,197.17
20240520130015,73.3,199.97
20240520131015,71.05,202.78
20240520132015,68.78,205.58
20240520133015,66.51,208.38
20240520134015,64.23,211.18
20240520135015,61.95,213.98
20240520140015,59.67,216.79
20240520141015,57.39,219.59
20240520142015,55.1,222.39
20240520143015,52.82,225.19
20240520144015,50.54,227.99
20240520145015,48.26,230.8
20240520150015,45.98,233.6
20240520151015,43.71,236.4
20240520152015,41.43,239.2
20240520153015,39.16,242.0
20240520154015,36.9,244.81
20240520155015,34.64,247.61
20240520160015,32.38,250.41
20240520161015,30.13,253.21
20240520162015,27.88,256.01
20240520163015,25.64,258.82
20240520164015,23.41,261.62
20240520165015,21.18,264.42
20240520170015,18.97,267.22
20240520171015,16.75,270.02
20240520172015,14.55,272.83
20240520173015,12.36,275.63
20240520174015,10.18,278.43
20240520175015,8.0,281.23
20240520180015,5.84,284.03
20240520181015,3.69,286.84
20240520182015,1.56,289.64
20240520183015,-0.56,292.44
20240521051015,-0.56,67.28
20240521052015,1.56,70.1
20240521053015,3.69,72.91
20240521054015,5.84,75.72
20240521055015,8.0,78.54
20240521060015,10.18,81.35
20240521061015,12.36,84.17
20240521062015,14.55,86.98
20240521063015,16.75,89.8
20240521064015,18.97,92.61
20240521065015,21.18,95.43
20240521070015,23.41,98.24
20240521071015,25.64,101.05
20240521072015,27.88,103.87
20240521073015,30.13,106.68
20240521074015,32.38,109.5
20240521075015,34.64,112.31
20240521080015,36.9,115.13
20240521081015,39.16,117.94
20240521082015,41.43,120.76
20240521083015,43.71,123.57
20240521084015,45.98,126.38
20240521085015,48.26,129.2
20240521090015,50.54,132.01
20240521091015,52.82,134.83
20240521092015,55.1,137.64
20240521093015,57.39,140.46
20240521094015,59.67,143.27
20240521095015,61.95,146.09
20240521100015,64.23,148.9
20240521101015,66.51,151.71
20240521102015,68.78,154.53
20240521103015,71.05,157.34
20240521104015,73.3,160.16
20240521105015,75.54,162.97
20240521110015,77.75,165.79
20240521111015,79.91,168.6
20240521112015,81.98,171.42
20240521113015,83.88,174.23
20240521114015,85.38,177.04
20240521115015,86.0,179.86
20240521120015,85.38,182.67
20240521121015,83.88,185.49
20240521122015,81.98,188.3
20240521123015,79.91,191.12
20240521124015,77.75,193.93
20240521125015,75.54,196.75
20240521130015,73.3,199.56
20240521131015,71.05,202.37
20240521132015,68.78,205.19
20240521133015,66.51,208.0
20240521134015,64.23,210.82
20240521135015,61.95,213.63
20240521140015,59.67,216.45
20240521141015,57.39,219.26
20240521142015,55.1,222.08
20240521143015,52.82,224.89
20240521144015,50.54,227.7
20240521145015,48.26,230.52
20240521150015,45.98,233.33
20240521151015,43.71,236.15
20240521152015,41.43,238.96
20240521153015,39.16,241.78
20240521154015,36.9,244.59
20240521155015,34.64,247.41
20240521160015,32.38,250.22
20240521161015,30.13,253.03
20240521162015,27.88,255.85
20240521163015,25.64,258.66
20240521164015,23.41,261.48
20240521165015,21.18,264.29
20240521170015,18.97,267.11
20240521171015,16.75,269.92
20240521172015,14.55,272.74
20240521173015,12.36,275.55
20240521174015,10.18,278.36
20240521175015,8.0,281.18
20240521180015,5.84,283.99
20240521181015,3.69,286.81
20240521182015,1.56,289.62
20240521183015,-0.56,292.44
20240522051015,-0.56,67.56
20240522052015,1.56,70.37
20240522053015,3.69,73.18
20240522054015,5.84,75.98
20240522055015,8.0,78.79
20240522060015,10.18,81.6
20240522061015,12.36,84.41
20240522062015,14.55,87.21
20240522063015,16.75,90.02
20240522064015,18.97,92.83
20240522065015,21.18,95.64
20240522070015,23.41,98.44
20240522071015,25.64,101.25
20240522072015,27.88,104.06
20240522073015,30.13,106.87
20240522074015,32.38,109.67
20240522075015,34.64,112.48
20240522080015,36.9,115.29
20240522081015,39.16,118.1
20240522082015,41.43,120.9
20240522083015,43.71,123.71
20240522084015,45.98,126.52
20240522085015,48.26,129.33
20240522090015,50.54,132.13
20240522091015,52.82,134.94
20240522092015,55.1,137.75
20240522093015,57.39,140.56
20240522094015,59.67,143.36
20240522095015,61.95,146.17
20240522100015,64.23,148.98
20240522101015,66.51,151.79
20240522102015,68.78,154.59
20240522103015,71.05,157.4
20240522104015,73.3,160.21
20240522105015,75.54,163.01
20240522110015,77.75,165.82
20240522111015,79.91,168.63
20240522112015,81.98,171.44
20240522113015,83.88,174.24
20240522114015,85.38,177.05
20240522115015,86.0,179.86
20240522120015,85.38,182.67
20240522121015,83.88,185.47
20240522122015,81.98,188.28
20240522123015,79.91,191.09
20240522124015,77.75,193.9
20240522125015,75.54,196.7
20240522130015,73.3,199.51
20240522131015,71.05,202.32
20240522132015,68.78,205.13
20240522133015,66.51,207.93
20240522134015,64.23,210.74
20240522135015,61.95,213.55
20240522140015,59.67,216.36
20240522141015,57.39,219.16
20240522142015,55.1,221.97
20240522143015,52.82,224.78
20240522144015,50.54,227.59
20240522145015,48.26,230.39
20240522150015,45.98,233.2
20240522151015,43.71,236.01
20240522152015,41.43,238.82
20240522153015,39.16,241.62
20240522154015,36.9,244.43
20240522155015,34.64,247.24
20240522160015,32.38,250.05
20240522161015,30.13,252.85
20240522162015,27.88,255.66
20240522163015,25.64,258.47
20240522164015,23.41,261.28
20240522165015,21.18,264.08
20240522170015,18.97,266.89
20240522171015,16.75,269.7
20240522172015,14.55,272.51
20240522173015,12.36,275.31
20240522174015,10.18,278.12
20240522175015,8.0,280.93
20240522180015,5.84,283.74
20240522181015,3.69,286.54
20240522182015,1.56,289.35
20240522183015,-0.56,292.16
20240523051015,-0.13,67.56
20240523052015,1.98,70.37
20240523053015,4.1,73.18
20240523054015,6.24,75.98
20240523055015,8.39,78.79
20240523060015,10.55,81.6
20240523061015,12.72,84.41
20240523062015,14.9,87.21
20240523063015,17.09,90.02
20240523064015,19.3,92.83
20240523065015,21.51,95.64
20240523070015,23.72,98.44
20240523071015,25.95,101.25
20240523072015,28.18,104.06
20240523073015,30.42,106.87
20240523074015,32.66,109.67
20240523075015,34.91,112.48
20240523080015,37.16,115.29
20240523081015,39.42,118.1
20240523082015,41.68,120.9
20240523083015,43.95,123.71
20240523084015,46.22,126.52
20240523085015,48.49,129.33
20240523090015,50.77,132.13
20240523091015,53.05,134.94
20240523092015,55.33,137.75
20240523093015,57.61,140.56
20240523094015,59.89,143.36
20240523095015,62.18,146.17
20240523100015,64.46,148.98
20240523101015,66.74,151.79
20240523102015,69.02,154.59
20240523103015,71.3,157.4
20240523104015,73.57,160.21
20240523105015,75.83,163.01
20240523110015,78.07,165.82
20240523111015,80.29,168.63
20240523112015,82.45,171.44
20240523113015,84.49,174.24
20240523114015,86.21,177.05
20240523115015,87.0,179.86
20240523120015,86.21,182.67
20240523121015,84.49,185.47
20240523122015,82.45,188.28
20240523123015,80.29,191.09
20240523124015,78.07,193.9
20240523125015,75.83,196.7
20240523130015,73.57,199.51
20240523131015,71.3,202.32
20240523132015,69.02,205.13
20240523133015,66.74,207.93
20240523134015,64.46,210.74
20240523135015,62.18,213.55
20240523140015,59.89,216.36
20240523141015,57.61,219.16
20240523142015,55.33,221.97
20240523143015,53.05,224.78
20240523144015,50.77,227.59
20240523145015,48.49,230.39
20240523150015,46.22,233.2
20240523151015,43.95,236.01
20240523152015,41.68,238.82
20240523153015,39.42,241.62
20240523154015,37.16,244.43
20240523155015,34.91,247.24
20240523160015,32.66,250.05
20240523161015,30.42,252.85
20240523162015,28.18,255.66
20240523163015,25.95,258.47
20240523164015,23.72,261.28
20240523165015,21.51,264.08
20240523170015,19.3,266.89
20240523171015,17.09,269.7
20240523172015,14.9,272.51
20240523173015,12.72,275.31
20240523174015,10.55,278.12
20240523175015,8.39,280.93
20240523180015,6.24,283.74
20240523181015,4.1,286.54
20240523182015,1.98,289.35
20240523183015,-0.13,292.16
20240524051015,-0.13,67.56
20240524052015,1.98,70.37
20240524053015,4.1,73.18
20240524054015,6.24,75.98
20240524055015,8.39,78.79
20240524060015,10.55,81.6
20240524061015,12.72,84.41
20240524062015,14.9,87.21
20240524063015,17.09,90.02
20240524064015,19.3,92.83
20240524065015,21.51,95.64
20240524070015,23.72,98.44
20240524071015,25.95,101.25
20240524072015,28.18,104.06
20240524073015,30.42,106.87
20240524074015,32.66,109.67
20240524075015,34.91,112.48
20240524080015,37.16,115.29
20240524081015,39.42,118.1
20240524082015,41.68,120.9
20240524083015,43.95,123.71
20240524084015,46.22,126.52
20240524085015,48.49,129.33
20240524090015,50.77,132.13
20240524091015,53.05,134.94
20240524092015,55.33,137.75
20240524093015,57.61,140.56
20240524094015,59.89,143.36
20240524095015,62.18,146.17
20240524100015,64.46,148.98
20240524101015,66.74,151.79
20240524102015,69.02,154.59
20240524103015,71.3,157.4
20240524104015,73.57,160.21
20240524105015,75.83,163.01
20240524110015,78.07,165.82
20240524111015,80.29,168.63
20240524112015,82.45,171.44
20240524113015,84.49,174.24
20240524114015,86.21,177.05
20240524115015,87.0,179.86
20240524120015,86.21,182.67
20240524121015,84.49,185.47
20240524122015,82.45,188.28
20240524123015,80.29,191.09
20240524124015,78.07,193.9
20240524125015,75.83,196.7
20240524130015,73.57,199.51
20240524131015,71.3,202.32
20240524132015,69.02,205.13
20240524133015,66.74,207.93
20240524134015,64.46,210.74
20240524135015,62.18,213.55
20240524140015,59.89,216.36
20240524141015,57.61,219.16
20240524142015,55.33,221.97
20240524143015,53.05,224.78
20240524144015,50.77,227.59
20240524145015,48.49,230.39
20240524150015,46.22,233.2
20240524151015,43.95,236.01
20240524152015,41.68,238.82
20240524153015,39.42,241.62
20240524154015,37.16,244.43
20240524155015,34.91,247.24
20240524160015,32.66,250.05
20240524161015,30.42,252.85
20240524162015,28.18,255.66
20240524163015,25.95,258.47
20240524164015,23.72,261.28
20240524165015,21.51,264.08
20240524170015,19.3,266.89
20240524171015,17.09,269.7
20240524172015,14.9,272.51
20240524173015,12.72,275.31
20240524174015,10.55,278.12
20240524175015,8.39,280.93
20240524180015,6.24,283.74
20240524181015,4.1,286.54
20240524182015,1.98,289.35
20240524183015,-0.13,292.16
20240525051015,-0.34,67.84
20240525052015,1.77,70.66
20240525053015,3.89,73.47
20240525054015,6.02,76.28
20240525055015,8.17,79.1
20240525060015,10.33,81.91
20240525061015,12.5,84.72
20240525062015,14.68,87.53
20240525063015,16.88,90.35
20240525064015,19.08,93.16
20240525065015,21.28,95.97
20240525070015,23.5,98.79
20240525071015,25.72,101.6
20240525072015,27.95,104.41
20240525073015,30.19,107.22
20240525074015,32.43,110.04
20240525075015,34.68,112.85
20240525080015,36.94,115.66
20240525081015,39.19,118.48
20240525082015,41.46,121.29
20240525083015,43.72,124.1
20240525084015,45.99,126.91
20240525085015,48.26,129.73
20240525090015,50.54,132.54
20240525091015,52.82,135.35
20240525092015,55.1,138.17
20240525093015,57.38,140.98
20240525094015,59.66,143.79
20240525095015,61.95,146.6
20240525100015,64.23,149.42
20240525101015,66.51,152.23
20240525102015,68.79,155.04
20240525103015,71.07,157.86
20240525104015,73.34,160.67
20240525105015,75.6,163.48
20240525110015,77.85,166.29
20240525111015,80.07,169.11
20240525112015,82.24,171.92
20240525113015,84.3,174.73
20240525114015,86.07,177.55
20240525115015,86.99,180.36
20240525120015,86.35,183.17
20240525121015,84.69,185.99
20240525122015,82.66,188.8
20240525123015,80.51,191.61
20240525124015,78.3,194.42
20240525125015,76.06,197.24
20240525130015,73.8,200.05
20240525131015,71.53,202.86
20240525132015,69.25,205.68
20240525133015,66.97,208.49
20240525134015,64.69,211.3
20240525135015,62.4,214.11
20240525140015,60.12,216.93
20240525141015,57.84,219.74
20240525142015,55.55,222.55
20240525143015,53.27,225.37
20240525144015,51.0,228.18
20240525145015,48.72,230.99
20240525150015,46.45,233.8
20240525151015,44.18,236.62
20240525152015,41.91,239.43
20240525153015,39.65,242.24
20240525154015,37.39,245.06
20240525155015,35.13,247.87
20240525160015,32.88,250.68
20240525161015,30.64,253.49
20240525162015,28.4,256.31
20240525163015,26.17,259.12
20240525164015,23.94,261.93
20240525165015,21.73,264.75
20240525170015,19.52,267.56
20240525171015,17.31,270.37
20240525172015,15.12,273.18
20240525173015,12.94,276.0
20240525174015,10.77,278.81
20240525175015,8.6,281.62
20240525180015,6.45,284.44
20240525181015,4.32,287.25
20240525182015,2.19,290.06
20240525183015,0.08,292.87
20240526051015,-0.34,66.85
20240526052015,1.77,69.67
20240526053015,3.89,72.5
20240526054015,6.02,75.32
20240526055015,8.17,78.15
20240526060015,10.33,80.97
20240526061015,12.5,83.8
20240526062015,14.68,86.62
20240526063015,16.88,89.45
20240526064015,19.08,92.28
20240526065015,21.28,95.1
20240526070015,23.5,97.93
20240526071015,25.72,100.75
20240526072015,27.95,103.58
20240526073015,30.19,106.4
20240526074015,32.43,109.23
20240526075015,34.68,112.05
20240526080015,36.94,114.88
20240526081015,39.19,117.7
20240526082015,41.46,120.53
20240526083015,43.72,123.35
20240526084015,45.99,126.18
20240526085015,48.26,129.0
20240526090015,50.54,131.83
20240526091015,52.82,134.65
20240526092015,55.1,137.48
20240526093015,57.38,140.3
20240526094015,59.66,143.13
20240526095015,61.95,145.96
20240526100015,64.23,148.78
20240526101015,66.51,151.61
20240526102015,68.79,154.43
20240526103015,71.07,157.26
20240526104015,73.34,160.08
20240526105015,75.6,162.91
20240526110015,77.85,165.73
20240526111015,80.07,168.56
20240526112015,82.24,171.38
20240526113015,84.3,174.21
20240526114015,86.07,177.03
20240526115015,86.99,179.86
20240526120015,86.35,182.68
20240526121015,84.69,185.51
20240526122015,82.66,188.33
20240526123015,80.51,191.16
20240526124015,78.3,193.99
20240526125015,76.06,196.81
20240526130015,73.8,199.64
20240526131015,71.53,202.46
20240526132015,69.25,205.29
20240526133015,66.97,208.11
20240526134015,64.69,210.94
20240526135015,62.4,213.76
20240526140015,60.12,216.59
20240526141015,57.84,219.41
20240526142015,55.55,222.24
20240526143015,53.27,225.06
20240526144015,51.0,227.89
20240526145015,48.72,230.71
20240526150015,46.45,233.54
20240526151015,44.18,236.36
20240526152015,41.91,239.19
20240526153015,39.65,242.01
20240526154015,37.39,244.84
20240526155015,35.13,247.67
20240526160015,32.88,250.49
20240526161015,30.64,253.32
20240526162015,28.4,256.14
20240526163015,26.17,258.97
20240526164015,23.94,261.79
20240526165015,21.73,264.62
20240526170015,19.52,267.44
20240526171015,17.31,270.27
20240526172015,15.12,273.09
20240526173015,12.94,275.92
20240526174015,10.77,278.74
20240526175015,8.6,281.57
20240526180015,6.45,284.39
20240526181015,4.32,287.22
20240526182015,2.19,290.04
20240526183015,0.08,292.87
20240527051015,-0.34,66.85
20240527052015,1.77,69.67
20240527053015,3.89,72.49
20240527054015,6.02,75.31
20240527055015,8.17,78.13
20240527060015,10.33,80.96
20240527061015,12.5,83.78
20240527062015,14.68,86.6
20240527063015,16.88,89.42
20240527064015,19.08,92.24
20240527065015,21.28,95.06
20240527070015,23.5,97.89
20240527071015,25.72,100.71
20240527072015,27.95,103.53
20240527073015,30.19,106.35
20240527074015,32.43,109.17
20240527075015,34.68,112.0
20240527080015,36.94,114.82
20240527081015,39.19,117.64
20240527082015,41.46,120.46
20240527083015,43.72,123.28
20240527084015,45.99,126.1
20240527085015,48.26,128.93
20240527090015,50.54,131.75
20240527091015,52.82,134.57
20240527092015,55.1,137.39
20240527093015,57.38,140.21
20240527094015,59.66,143.03
20240527095015,61.95,145.86
20240527100015,64.23,148.68
20240527101015,66.51,151.5
20240527102015,68.79,154.32
20240527103015,71.07,157.14
20240527104015,73.34,159.97
20240527105015,75.6,162.79
20240527110015,77.85,165.61
20240527111015,80.07,168.43
20240527112015,82.24,171.25
20240527113015,84.3,174.07
20240527114015,86.07,176.9
20240527115015,86.99,179.72
20240527120015,86.35,182.54
20240527121015,84.69,185.36
20240527122015,82.66,188.18
20240527123015,80.51,191.0
20240527124015,78.3,193.83
20240527125015,76.06,196.65
20240527130015,73.8,199.47
20240527131015,71.53,202.29
20240527132015,69.25,205.11
20240527133015,66.97,207.94
20240527134015,64.69,210.76
20240527135015,62.4,213.58
20240527140015,60.12,216.4
20240527141015,57.84,219.22
20240527142015,55.55,222.04
20240527143015,53.27,224.87
20240527144015,51.0,227.69
20240527145015,48.72,230.51
20240527150015,46.45,233.33
20240527151015,44.18,236.15
20240527152015,41.91,238.98
20240527153015,39.65,241.8
20240527154015,37.39,244.62
20240527155015,35.13,247.44
20240527160015,32.88,250.26
20240527161015,30.64,253.08
20240527162015,28.4,255.91
20240527163015,26.17,258.73
20240527164015,23.94,261.55
20240527165015,21.73,264.37
20240527170015,19.52,267.19
20240527171015,17.31,270.01
20240527172015,15.12,272.84
20240527173015,12.94,275.66
20240527174015,10.77,278.48
20240527175015,8.6,281.3
20240527180015,6.45,284.12
20240527181015,4.32,286.95
20240527182015,2.19,289.77
20240527183015,0.08,292.59
20240528051015,0.1,66.85
20240528052015,2.19,69.67
20240528053015,4.3,72.49
20240528054015,6.42,75.31
20240528055015,8.56,78.13
20240528060015,10.7,80.96
20240528061015,12.86,83.78
20240528062015,15.03,86.6
20240528063015,17.21,89.42
20240528064015,19.4,92.24
20240528065015,21.6,95.06
20240528070015,23.81,97.89
20240528071015,26.02,100.71
20240528072015,28.24,103.53
20240528073015,30.47,106.35
20240528074015,32.7,109.17
20240528075015,34.94,112.0
20240528080015,37.19,114.82
20240528081015,39.44,117.64
20240528082015,41.69,120.46
20240528083015,43.95,123.28
20240528084015,46.21,126.1
20240528085015,48.48,128.93
20240528090015,50.75,131.75
20240528091015,53.02,134.57
20240528092015,55.3,137.39
20240528093015,57.58,140.21
20240528094015,59.86,143.03
20240528095015,62.14,145.86
20240528100015,64.42,148.68
20240528101015,66.7,151.5
20240528102015,68.99,154.32
20240528103015,71.27,157.14
20240528104015,73.55,159.97
20240528105015,75.83,162.79
20240528110015,78.1,165.61
20240528111015,80.36,168.43
20240528112015,82.59,171.25
20240528113015,84.77,174.07
20240528114015,86.77,176.9
20240528115015,87.99,179.72
20240528120015,87.12,182.54
20240528121015,85.19,185.36
20240528122015,83.03,188.18
20240528123015,80.81,191.0
20240528124015,78.55,193.83
20240528125015,76.28,196.65
20240528130015,74.01,199.47
20240528131015,71.73,202.29
20240528132015,69.44,205.11
20240528133015,67.16,207.94
20240528134015,64.88,210.76
20240528135015,62.59,213.58
20240528140015,60.31,216.4
20240528141015,58.03,219.22
20240528142015,55.75,222.04
20240528143015,53.48,224.87
20240528144015,51.2,227.69
20240528145015,48.93,230.51
20240528150015,46.67,233.33
20240528151015,44.4,236.15
20240528152015,42.14,238.98
20240528153015,39.89,241.8
20240528154015,37.64,244.62
20240528155015,35.39,247.44
20240528160015,33.15,250.26
20240528161015,30.91,253.08
20240528162015,28.68,255.91
20240528163015,26.46,258.73
20240528164015,24.25,261.55
20240528165015,22.04,264.37
20240528170015,19.84,267.19
20240528171015,17.65,270.01
20240528172015,15.47,272.84
20240528173015,13.3,275.66
20240528174015,11.13,278.48
20240528175015,8.99,281.3
20240528180015,6.85,284.12
20240528181015,4.72,286.95
20240528182015,2.61,289.77
20240528183015,0.52,292.59
20240529051015,0.1,67.13
20240529052015,2.19,69.94
20240529053015,4.3,72.76
20240529054015,6.42,75.57
20240529055015,8.56,78.39
20240529060015,10.7,81.2
20240529061015,12.86,84.01
20240529062015,15.03,86.83
20240529063015,17.21,89.64
20240529064015,19.4,92.46
20240529065015,21.6,95.27
20240529070015,23.81,98.09
20240529071015,26.02,100.9
20240529072015,28.24,103.72
20240529073015,30.47,106.53
20240529074015,32.7,109.35
20240529075015,34.94,112.16
20240529080015,37.19,114.98
20240529081015,39.44,117.79
20240529082015,41.69,120.61
20240529083015,43.95,123.42
20240529084015,46.21,126.24
20240529085015,48.48,129.05
20240529090015,50.75,131.87
20240529091015,53.02,134.68
20240529092015,55.3,137.5
20240529093015,57.58,140.31
20240529094015,59.86,143.13
20240529095015,62.14,145.94
20240529100015,64.42,148.76
20240529101015,66.7,151.57
20240529102015,68.99,154.39
20240529103015,71.27,157.2
20240529104015,73.55,160.01
20240529105015,75.83,162.83
20240529110015,78.1,165.64
20240529111015,80.36,168.46
20240529112015,82.59,171.27
20240529113015,84.77,174.09
20240529114015,86.77,176.9
20240529115015,87.99,179.72
20240529120015,87.12,182.53
20240529121015,85.19,185.35
20240529122015,83.03,188.16
20240529123015,80.81,190.98
20240529124015,78.55,193.79
20240529125015,76.28,196.61
20240529130015,74.01,199.42
20240529131015,71.73,202.24
20240529132015,69.44,205.05
20240529133015,67.16,207.87
20240529134015,64.88,210.68
20240529135015,62.59,213.5
20240529140015,60.31,216.31
20240529141015,58.03,219.13
20240529142015,55.75,221.94
20240529143015,53.48,224.76
20240529144015,51.2,227.57
20240529145015,48.93,230.39
20240529150015,46.67,233.2
20240529151015,44.4,236.01
20240529152015,42.14,238.83
20240529153015,39.89,241.64
20240529154015,37.64,244.46
20240529155015,35.39,247.27
20240529160015,33.15,250.09
20240529161015,30.91,252.9
20240529162015,28.68,255.72
20240529163015,26.46,258.53
20240529164015,24.25,261.35
20240529165015,22.04,264.16
20240529170015,19.84,266.98
20240529171015,17.65,269.79
20240529172015,15.47,272.61
20240529173015,13.3,275.42
20240529174015,11.13,278.24
20240529175015,8.99,281.05
